id,customer_id,installment_name,amount,due_date,status
PAY-0318,ORP03-Z-1504,รับ PO / อนุมัติงาน,0,,paid
PAY-0319,ORP03-Z-1508,รับ PO / อนุมัติงาน,0,,paid
PAY-0320,ORP03-Z-1510,รับ PO / อนุมัติงาน,0,,paid
PAY-0321,ORP03-Z-1511,รับ PO / อนุมัติงาน,0,,paid
PAY-0322,ORP03-Z-1513,รับ PO / อนุมัติงาน,0,,paid
PAY-0323,ORP03-Z-1514,รับ PO / อนุมัติงาน,0,,paid
PAY-0324,ORP03-Z-2008,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0325,ORP03-Z-1518,รับ PO / อนุมัติงาน,0,,paid
PAY-0326,ORP03-Z-1520,รับ PO / อนุมัติงาน,0,,paid
PAY-0327,ORP03-Z-1603,รับ PO / อนุมัติงาน,0,,paid
PAY-0328,ORP03-Z-1604,รับ PO / อนุมัติงาน,0,,paid
PAY-0329,ORP03-Z-1606,รับ PO / อนุมัติงาน,0,,paid
PAY-0330,ORP03-Z-2016,มัดจำจองสิทธิ์,5000,,paid
PAY-0331,ORP03-Z-2021,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0332,ORP03-Z-2103,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0333,ORP03-Z-1615,รับ PO / อนุมัติงาน,0,,paid
PAY-0334,ORP03-Z-1618,รับ PO / อนุมัติงาน,0,,paid
PAY-0335,ORP03-Z-2106,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0336,ORP03-Z-2107,ชำระเต็มจำนวน 100%,5000,,paid
PAY-0337,ORP03-Z-2107,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0338,ORP03-Z-2108,มัดจำจองสิทธิ์,5000,,paid
PAY-0339,ORP03-Z-1706,รับ PO / อนุมัติงาน,0,,paid
PAY-0340,ORP03-Z-2114,ชำระเต็มจำนวน 100%,8000,2026-04-21,paid
PAY-0341,ORP03-Z-1709,รับ PO / อนุมัติงาน,0,,paid
PAY-0342,ORP03-Z-2116,ชำระเต็มจำนวน 100%,3000,2026-05-26,paid
PAY-0343,ORP03-Z-2119,ชำระเต็มจำนวน 100%,147700,2026-04-08,paid
PAY-0344,ORP03-Z-2120,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0345,ORP03-Z-1713,รับ PO / อนุมัติงาน,0,,paid
PAY-0346,ORP03-Z-1715,รับ PO / อนุมัติงาน,0,,paid
PAY-0347,ORP03-Z-1718,รับ PO / อนุมัติงาน,0,,paid
PAY-0348,ORP03-Z-1720,รับ PO / อนุมัติงาน,0,,paid
PAY-0349,ORP03-Z-2201,ชำระเต็มจำนวน 100%,8000,2026-01-29,paid
PAY-0350,ORP03-Z-2202,ชำระเต็มจำนวน 100%,11000,2026-05-26,paid
PAY-0351,ORP03-Z-1812,รับ PO / อนุมัติงาน,0,,paid
PAY-0352,ORP03-Z-2202,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0353,ORP03-Z-1816,รับ PO / อนุมัติงาน,0,,paid
PAY-0354,ORP03-Z-1901,รับ PO / อนุมัติงาน,0,,paid
PAY-0355,ORP03-Z-1906,รับ PO / อนุมัติงาน,0,,paid
PAY-0356,ORP03-Z-2204,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0357,ORP03-Z-2207,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0358,ORP03-Z-2212,ชำระเต็มจำนวน 100%,10000,2026-06-26,paid
PAY-0359,ORP03-Z-1910,รับ PO / อนุมัติงาน,0,,paid
PAY-0360,ORP03-Z-1916,รับ PO / อนุมัติงาน,0,,paid
PAY-0361,ORP03-Z-1919,รับ PO / อนุมัติงาน,0,,paid
PAY-0362,ORP03-Z-1920,รับ PO / อนุมัติงาน,0,,paid
PAY-0363,ORP03-Z-2214,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0364,ORP03-Z-2215,มัดจำจองสิทธิ์,5000,,paid
PAY-0365,ORP03-Z-2220,ชำระเต็มจำนวน 100%,13000,2026-05-27,paid
PAY-0366,ORP03-Z-2220,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0367,ORP03-Z-2305,ชำระเต็มจำนวน 100%,8000,2026-01-30,paid
PAY-0368,ORP03-Z-2007,รับ PO / อนุมัติงาน,0,,paid
PAY-0369,ORP03-Z-2306,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0370,ORP03-Z-2011,รับ PO / อนุมัติงาน,0,,paid
PAY-0371,ORP03-Z-2012,รับ PO / อนุมัติงาน,0,,paid
PAY-0372,ORP03-Z-2015,รับ PO / อนุมัติงาน,0,,paid
PAY-0373,ORP03-Z-2017,รับ PO / อนุมัติงาน,0,,paid
PAY-0374,ORP03-Z-2307,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0375,ORP03-Z-2308,ชำระเต็มจำนวน 100%,207000,2026-06-11,paid
PAY-0376,ORP03-Z-2104,รับ PO / อนุมัติงาน,0,,paid
PAY-0377,ORP03-Z-2319,ชำระเต็มจำนวน 100%,8000,2026-02-28,paid
PAY-0378,ORP03-Z-802,ชำระเต็มจำนวน 100%,5000,,paid
PAY-0379,ORP03-Z-2111,รับ PO / อนุมัติงาน,0,,paid
PAY-0380,ORP03-Z-2113,รับ PO / อนุมัติงาน,0,,paid
PAY-0381,ORP03-Z-2116,รับ PO / อนุมัติงาน,0,,paid
PAY-0382,ORP03-Z-2119,รับ PO / อนุมัติงาน,0,,paid
PAY-0383,ORP03-Z-803,ชำระเต็มจำนวน 100%,166230,2026-05-27,paid
PAY-0384,ORP03-Z-2121,รับ PO / อนุมัติงาน,0,,paid
PAY-0385,ORP03-Z-2201,รับ PO / อนุมัติงาน,0,,paid
PAY-0386,ORP03-Z-811,ชำระเต็มจำนวน 100%,8000,2026-01-30,paid
PAY-0387,ORP03-Z-902,ชำระเต็มจำนวน 100%,99000,2026-03-05,paid
PAY-0388,ORP03-Z-905,ชำระเต็มจำนวน 100%,8000,2026-01-29,paid
PAY-0389,ORP03-Z-2205,รับ PO / อนุมัติงาน,0,,paid
PAY-0390,ORP03-Z-905,ชำระเต็มจำนวน 100%,14800,2026-01-29,paid
PAY-0391,ORP03-Z-2209,รับ PO / อนุมัติงาน,0,,paid
PAY-0392,ORP03-Z-2210,รับ PO / อนุมัติงาน,0,,paid
PAY-0393,ORP03-Z-2212,รับ PO / อนุมัติงาน,0,,paid
PAY-0394,ORP03-Z-2213,รับ PO / อนุมัติงาน,0,,paid
PAY-0395,ORP03-Z-906,ชำระเต็มจำนวน 100%,8000,2026-01-29,paid
PAY-0396,ORP03-Z-2216,รับ PO / อนุมัติงาน,0,,paid
PAY-0397,ORP03-Z-2217,รับ PO / อนุมัติงาน,0,,paid
PAY-0398,ORP03-Z-906,ชำระเต็มจำนวน 100%,14800,2026-01-29,paid
PAY-0399,ORP03-Z-2301,รับ PO / อนุมัติงาน,0,,paid
PAY-0400,ORP03-Z-2304,รับ PO / อนุมัติงาน,0,,paid
PAY-0401,ORP03-Z-907,ชำระเต็มจำนวน 100%,14800,2026-01-30,paid
PAY-0402,ORP03-Z-911,ชำระเต็มจำนวน 100%,99900,2026-04-01,paid
PAY-0403,ORP03-Z-919,ชำระเต็มจำนวน 100%,8000,2026-01-30,paid
PAY-0404,ORP03-Z-2308,รับ PO / อนุมัติงาน,0,,paid
PAY-0405,ORP03-Z-2310,รับ PO / อนุมัติงาน,0,,paid
PAY-0406,ORP03-Z-2313,รับ PO / อนุมัติงาน,0,,paid
PAY-0407,ORP03-Z-921,ชำระเต็มจำนวน 100%,8000,2026-01-30,paid
PAY-0408,ORP03-Z-2321,รับ PO / อนุมัติงาน,0,,paid
PAY-0409,ORP03-Z-2521,รับ PO / อนุมัติงาน,0,,paid
PAY-0410,ORP03-Z-2703,รับ PO / อนุมัติงาน,0,,paid
PAY-0411,ORP03-Z-2709,รับ PO / อนุมัติงาน,0,,paid
PAY-0412,OPP05-Z-12A18,มัดจำจองสิทธิ์,5000,,paid
PAY-0413,OPP05-Z-1339,ชำระเต็มจำนวน 100%,31918,2026-04-01,paid
PAY-0414,OPP05-Z-1339,รับ PO / อนุมัติงาน,0,,paid
PAY-0415,OPP05-Z-1412,ชำระเต็มจำนวน 100%,40000,2026-03-05,paid
PAY-0416,OPP05-Z-1628,รับ PO / อนุมัติงาน,0,,paid
PAY-0417,OPP05-Z-1628,รับ PO / อนุมัติงาน,0,,paid
PAY-0418,OPP05-Z-1628,รับ PO / อนุมัติงาน,0,,paid
PAY-0419,OPP05-Z-1629,รับ PO / อนุมัติงาน,0,,paid
PAY-0420,OPP05-Z-1629,รับ PO / อนุมัติงาน,0,,paid
PAY-0421,OPP05-Z-1629,รับ PO / อนุมัติงาน,0,,paid
PAY-0422,OPP05-Z-1632,รับ PO / อนุมัติงาน,0,,paid
PAY-0423,OPP05-Z-1537,ชำระเต็มจำนวน 100%,20000,2026-01-19,paid
PAY-0424,OPP05-Z-1601,ชำระเต็มจำนวน 100%,31918,2026-04-01,paid
PAY-0425,OPP05-Z-1634,รับ PO / อนุมัติงาน,0,,paid
PAY-0426,OPP05-Z-1601,ชำระเต็มจำนวน 100%,140000,2026-03-25,paid
PAY-0427,OPP05-Z-1818,รับ PO / อนุมัติงาน,0,,paid
PAY-0428,OPP05-Z-1818,รับ PO / อนุมัติงาน,0,,paid
PAY-0429,OPP05-Z-1818,รับ PO / อนุมัติงาน,0,,paid
PAY-0430,OPP05-Z-1833,รับ PO / อนุมัติงาน,0,,paid
PAY-0431,OPP05-Z-1833,รับ PO / อนุมัติงาน,0,,paid
PAY-0432,OPP05-Z-1833,รับ PO / อนุมัติงาน,0,,paid
PAY-0433,OPP05-Z-2222,รับ PO / อนุมัติงาน,0,,paid
PAY-0434,OPP05-Z-2222,รับ PO / อนุมัติงาน,0,,paid
PAY-0435,OPP05-Z-2222,รับ PO / อนุมัติงาน,0,,paid
PAY-0436,OPP05-Z-1632,ชำระเต็มจำนวน 100%,140000,2026-03-31,paid
PAY-0437,OPP05-Z-12A27,รับ PO / อนุมัติงาน,0,,paid
PAY-0438,OPP05-Z-1633,ชำระเต็มจำนวน 100%,140000,2026-01-29,paid
PAY-0439,OPP05-Z-1634,ชำระเต็มจำนวน 100%,31918,2026-04-01,paid
PAY-0440,OPP05-Z-1737,ชำระ 50% แรก เริ่มงาน,145000,,paid
PAY-0441,OPP05-Z-1739,ชำระเต็มจำนวน 100%,20000,2026-01-19,paid
PAY-0442,OPP05-Z-1743,ชำระเต็มจำนวน 100%,140000,2026-01-29,paid
PAY-0443,OPP05-Z-2230,ชำระเต็มจำนวน 100%,100000,2026-03-17,paid
PAY-0444,OPP05-Z-621,ชำระเต็มจำนวน 100%,73200,2026-02-17,paid
PAY-0445,OPP02-Z-925,ชำระเต็มจำนวน 100%,101000,2026-01-27,paid
PAY-0446,OPP02-Z-925,ชำระเต็มจำนวน 100%,65300,2026-01-27,paid
PAY-0447,OPP02-Z-930,ชำระเต็มจำนวน 100%,100000,2026-01-29,paid
PAY-0448,OPP02-Z-1005,ชำระเต็มจำนวน 100%,5000,2026-05-26,paid
PAY-0449,OPP02-Z-12A07,ชำระเต็มจำนวน 100%,2000,,paid
PAY-0450,OPP02-Z-12A07,ชำระเต็มจำนวน 100%,1944,2026-05-26,paid
PAY-0451,OPP02-Z-1419,มัดจำจองสิทธิ์,30000,,paid
PAY-0452,OPP02-Z-1617,มัดจำจองสิทธิ์,2000,,paid
PAY-0453,OPP02-Z-1639,ชำระเต็มจำนวน 100%,2000,2026-05-26,paid
PAY-0454,OPP02-Z-2017,มัดจำจองสิทธิ์,2000,,paid
PAY-0455,OPP02-Z-2024,มัดจำจองสิทธิ์,2000,,paid
PAY-0456,OPP02-Z-2025,ชำระเต็มจำนวน 100%,2000,,paid
PAY-0457,OPP02-Z-2025,ชำระเต็มจำนวน 100%,2000,2026-05-27,paid
PAY-0458,OPP02-Z-2034,ชำระเต็มจำนวน 100%,35000,2026-05-20,paid
PAY-0459,OPP02-Z-2040,มัดจำจองสิทธิ์,2000,,paid
PAY-0460,OPP02-Z-2139,มัดจำจองสิทธิ์,10000,,paid
PAY-0461,OPP02-Z-2226,ชำระเต็มจำนวน 100%,2000,2026-05-26,paid
PAY-0462,OPP02-Z-2316,มัดจำจองสิทธิ์,2000,,paid
PAY-0463,OPP02-Z-2329,ชำระเต็มจำนวน 100%,2000,2026-05-26,paid
PAY-0464,OPP02-Z-2427,ชำระเต็มจำนวน 100%,593561,2026-02-25,paid
PAY-0465,OPP02-Z-2730,มัดจำจองสิทธิ์,2000,,paid
PAY-0466,OPP02-Z-2939,ชำระเต็มจำนวน 100%,10000,2026-05-27,paid
PAY-0467,OPP02-Z-3014,มัดจำจองสิทธิ์,10000,,paid
PAY-0468,TOR06-A-1801,ชำระเต็มจำนวน 100%,840000,2026-04-04,paid
PAY-0469,TOR06-A-1801,ชำระเต็มจำนวน 100%,8438,2026-04-04,paid
PAY-0470,TOR06-E-801,ชำระเต็มจำนวน 100%,40000,2026-06-30,paid
PAY-0471,OPP03-B-905,ชำระเต็มจำนวน 100%,152915,2026-02-26,paid
PAY-0472,OPP03-B-1009,มัดจำจองสิทธิ์,10000,,paid
PAY-0473,OPP03-A-1205,มัดจำจองสิทธิ์,5000,,paid
PAY-0474,OPP03-C-1209,มัดจำจองสิทธิ์,5000,,paid
PAY-0475,OPP03-C-1413,มัดจำจองสิทธิ์,5000,,paid
PAY-0476,OPP03-A-1415,ชำระเต็มจำนวน 100%,189300,2026-04-26,paid
PAY-0477,OPP03-B-1505,มัดจำจองสิทธิ์,5000,,paid
PAY-0478,OPP03-B-1512,ชำระเต็มจำนวน 100%,20160,2026-03-17,paid
PAY-0479,OPP03-C-1607,มัดจำจองสิทธิ์,20000,,paid
PAY-0480,OPP03-B-1710,มัดจำจองสิทธิ์,5000,,paid
PAY-0481,OPP03-A-1814,ชำระเต็มจำนวน 100%,189800,2026-03-27,paid
PAY-0482,OPP03-B-2305,ชำระเต็มจำนวน 100%,147702,2026-03-18,paid
PAY-0483,OPP03-A-2401,ชำระเต็มจำนวน 100%,229705,2026-01-31,paid
PAY-0484,OPP04-Z-1404,รับ PO / อนุมัติงาน,0,,paid
PAY-0485,OPP04-Z-1415,รับ PO / อนุมัติงาน,0,,paid
PAY-0486,OPP04-Z-1615,มัดจำจองสิทธิ์,22100,,paid
PAY-0487,OPP04-Z-2218,ชำระเต็มจำนวน 100%,390000,2026-01-28,paid
PAY-0488,OPP04-Z-2219,ชำระเต็มจำนวน 100%,345000,2026-01-28,paid
PAY-0489,PRK01-Z-21 Rm,ชำระเต็มจำนวน 100%,153400,,paid
PAY-0490,PRK01-Z-21 Rm,ชำระเต็มจำนวน 100%,153400,2026-06-05,paid
PAY-0491,PRK01-B-2304,ชำระเต็มจำนวน 100%,92642,2026-02-18,paid
PAY-0492,PRK01-B-2305,ชำระเต็มจำนวน 100%,27071,2026-02-18,paid
PAY-0493,Z0075-B-Int,ชำระเต็มจำนวน 100%,2474721,2026-03-27,paid
PAY-0494,Z0075-D-Int,ชำระเต็มจำนวน 100%,3938812,2026-03-27,paid
PAY-0495,Z0075-B-LF,ชำระเต็มจำนวน 100%,1274748,2026-03-29,paid
PAY-0496,Z0075-D-LF,ชำระเต็มจำนวน 100%,1209400,2026-03-28,paid
PAY-0497,Z0075-B-Sink,ชำระเต็มจำนวน 100%,8239,2026-03-27,paid
PAY-0498,Z0075-D-Sink,ชำระเต็มจำนวน 100%,8239,2026-03-27,paid
PAY-0499,Z0075-B-VO,ชำระเต็มจำนวน 100%,47686,2026-03-27,paid
PAY-0500,Z0075-D-VO,ชำระเต็มจำนวน 100%,104606,2026-03-27,paid
PAY-0501,PRK06-Z-2505,ชำระเต็มจำนวน 100%,120000,,paid
PAY-0502,PRK06-Z-2505,ชำระเต็มจำนวน 100%,120000,2026-05-27,paid
PAY-0503,PRK06-Z-2604,ชำระ 50% แรก เริ่มงาน,190000,,paid
PAY-0504,PRK06-Z-3007,มัดจำจองสิทธิ์,20000,,paid
PAY-0505,PRK06-Z-4105,รับ PO / อนุมัติงาน,0,,paid
PAY-0506,PRK06-Z-4105,ชำระเต็มจำนวน 100%,7000,,paid
PAY-0507,PRK06-Z-4413,ชำระเต็มจำนวน 100%,1177500,2026-02-28,paid
PAY-0508,PRK06-Z-4413,ชำระเต็มจำนวน 100%,51180,2026-02-28,paid
PAY-0509,PRK03-Z-616,ชำระเต็มจำนวน 100%,73153,2026-05-19,paid
PAY-0510,PRK03-Z-728,ชำระเต็มจำนวน 100%,103000,,paid
PAY-0511,PRK03-Z-924,ชำระเต็มจำนวน 100%,155500,2026-06-26,paid
PAY-0512,PRK05-Z-1906,รับ PO / อนุมัติงาน,0,,paid
PAY-0513,PRK05-Z-2102,รับ PO / อนุมัติงาน,0,,paid
PAY-0514,PRK05-Z-2113,รับ PO / อนุมัติงาน,0,,paid
PAY-0515,PRK05-Z-2310,ชำระเต็มจำนวน 100%,285396,,paid
PAY-0516,PRK05-Z-2510,ชำระเต็มจำนวน 100%,38673,,paid
PAY-0517,PRK05-Z-2510,ชำระเต็มจำนวน 100%,58850,2026-05-30,paid
PAY-0518,PRK05-Z-2510,ชำระเต็มจำนวน 100%,38673,2026-05-30,paid
PAY-0519,PRK05-Z-2510,ชำระเต็มจำนวน 100%,117700,2026-05-30,paid
PAY-0520,PRK05-Z-2510,รับ PO / อนุมัติงาน,0,,paid
PAY-0521,PRK05-Z-3102,ชำระ 50% แรก เริ่มงาน,11000,,paid
PAY-0522,PRK05-Z-3103,ชำระ 50% แรก เริ่มงาน,23500,,paid
PAY-0523,PRK05-Z-3305,มัดจำจองสิทธิ์,20000,,paid
PAY-0524,PRK05-Z-3506,ชำระเต็มจำนวน 100%,4500,2026-01-05,paid
PAY-0525,PRK05-Z-3601,ชำระ 50% แรก เริ่มงาน,410000,,paid
PAY-0526,PRK05-Z-3601,ชำระเต็มจำนวน 100%,160000,,paid
PAY-0527,PRK05-Z-4110,รับ PO / อนุมัติงาน,0,,paid
PAY-0528,PRK05-Z-3706,ชำระเต็มจำนวน 100%,220000,2026-01-08,paid
PAY-0529,PRK05-Z-3811,ชำระเต็มจำนวน 100%,420000,2026-05-12,paid
PAY-0530,PRK04-B-2110,ชำระ 50% แรก เริ่มงาน,136478,,paid
PAY-0531,PRK04-C-2509,ชำระเต็มจำนวน 100%,259000,2026-01-28,paid
PAY-0532,PRK04-B-2511,ชำระเต็มจำนวน 100%,249600,2026-03-27,paid
PAY-0533,PRK04-B-2511,ชำระเต็มจำนวน 100%,27000,2026-03-27,paid
PAY-0534,PRK04-B-3613,ชำระเต็มจำนวน 100%,150000,2026-03-25,paid
PAY-0535,PRK04-C-3903,ชำระเต็มจำนวน 100%,1254700,2026-02-26,paid
PAY-0536,PRK04-B-3910,ชำระ 50% แรก เริ่มงาน,113811,,paid
PAY-0537,PRK04-C-4208,ชำระเต็มจำนวน 100%,172000,2026-05-20,paid
PAY-0538,PRK04-C-4408,ชำระเต็มจำนวน 100%,119128,2026-03-27,paid
PAY-0539,Z0084-Z-642,มัดจำจองสิทธิ์,20000,,paid
PAY-0540,CX1185-C-703,มัดจำจองสิทธิ์,10000,,paid
PAY-0541,SOR01-Z-1202,มัดจำจองสิทธิ์,10000,,paid
PAY-0542,SOR01-Z-1603,มัดจำจองสิทธิ์,5000,,paid
PAY-0543,SOR01-Z-1604,ชำระเต็มจำนวน 100%,115000,2026-03-23,paid
PAY-0544,SOR01-Z-1618,มัดจำจองสิทธิ์,2000,,paid
PAY-0545,SOR01-Z-1702,ชำระเต็มจำนวน 100%,5000,,paid
PAY-0546,SOR01-Z-1818,ชำระเต็มจำนวน 100%,2000,2026-03-31,paid
PAY-0547,SOR01-Z-2014,ชำระ 50% แรก เริ่มงาน,22000,,paid
PAY-0548,SOR01-Z-2208,มัดจำจองสิทธิ์,2000,,paid
PAY-0549,SOR01-Z-2208,ชำระ 50% แรก เริ่มงาน,28000,,paid
PAY-0550,SOR01-Z-2219,ชำระเต็มจำนวน 100%,22969,2026-06-26,paid
PAY-0551,SOR01-Z-807,ชำระเต็มจำนวน 100%,267650,2026-04-26,paid
PAY-0552,SOR02-Z-1433,มัดจำจองสิทธิ์,5000,,paid
PAY-0553,SOR02-Z-1446,ชำระเต็มจำนวน 100%,436317,2026-03-12,paid
PAY-0554,SOR02-Z-614,ชำระเต็มจำนวน 100%,35360,2026-05-08,paid
PAY-0555,SOR03-Z-1002,มัดจำจองสิทธิ์,10000,,paid
PAY-0556,SOR03-Z-1004,มัดจำจองสิทธิ์,5000,,paid
PAY-0557,SOR03-Z-1017,มัดจำจองสิทธิ์,5000,,paid
PAY-0558,SOR03-Z-1108,มัดจำจองสิทธิ์,10000,,paid
PAY-0559,SOR03-Z-1111,มัดจำจองสิทธิ์,5000,,paid
PAY-0560,SOR03-Z-1206,มัดจำจองสิทธิ์,5000,,paid
PAY-0561,SOR03-Z-1207,มัดจำจองสิทธิ์,5000,,paid
PAY-0562,SOR03-Z-1211,มัดจำจองสิทธิ์,10000,,paid
PAY-0563,SOR03-Z-12A10,มัดจำจองสิทธิ์,5000,,paid
PAY-0564,SOR03-Z-1401,มัดจำจองสิทธิ์,5000,,paid
PAY-0565,SOR03-Z-1503,มัดจำจองสิทธิ์,5000,,paid
PAY-0566,SOR03-Z-1504,มัดจำจองสิทธิ์,5000,,paid
PAY-0567,SOR03-Z-1509,มัดจำจองสิทธิ์,5000,,paid
PAY-0568,SOR03-Z-1707,มัดจำจองสิทธิ์,5000,,paid
PAY-0569,SOR03-Z-1808,มัดจำจองสิทธิ์,5000,,paid
PAY-0570,SOR03-Z-1814,มัดจำจองสิทธิ์,10000,,paid
PAY-0571,SOR03-Z-1908,มัดจำจองสิทธิ์,5000,,paid
PAY-0572,SOR03-Z-419,มัดจำจองสิทธิ์,5000,,paid
PAY-0573,SOR03-Z-606,มัดจำจองสิทธิ์,5000,,paid
PAY-0574,SOR03-Z-612,มัดจำจองสิทธิ์,5000,,paid
PAY-0575,SOR03-Z-705,มัดจำจองสิทธิ์,10000,,paid
PAY-0576,SOR03-Z-707,มัดจำจองสิทธิ์,5000,,paid
PAY-0577,SOR03-Z-707,มัดจำจองสิทธิ์,5000,,paid
PAY-0578,SOR03-Z-714,มัดจำจองสิทธิ์,5000,,paid
PAY-0579,SOR03-Z-716,มัดจำจองสิทธิ์,5000,,paid
PAY-0580,SOR03-Z-817,มัดจำจองสิทธิ์,5000,,paid
PAY-0581,SOR03-Z-901,มัดจำจองสิทธิ์,5000,,paid
PAY-0582,SOR03-Z-906,มัดจำจองสิทธิ์,5000,,paid
PAY-0583,SOR03-Z-911,มัดจำจองสิทธิ์,10000,,paid
PAY-0584,Z0086-Z-XXX,ชำระ 50% แรก เริ่มงาน,5000,,paid
PAY-0585,TOR10-A-204,ชำระเต็มจำนวน 100%,10000,2026-05-26,paid
PAY-0586,TOR10-A-228,มัดจำจองสิทธิ์,5000,,paid
PAY-0587,TOR10-A-228,รับ PO / อนุมัติงาน,0,,paid
PAY-0588,TOR10-A-233,ชำระเต็มจำนวน 100%,65810,2026-06-26,paid
PAY-0589,TOR10-A-308,ชำระ 50% แรก เริ่มงาน,40000,,paid
PAY-0590,TOR10-A-309,ชำระเต็มจำนวน 100%,25000,2026-05-21,paid
PAY-0591,TOR10-C-310,มัดจำจองสิทธิ์,7750,,paid
PAY-0592,TOR10-A-333,ชำระเต็มจำนวน 100%,12504,,paid
PAY-0593,TOR10-A-502,ชำระ 50% แรก เริ่มงาน,19250,,paid
PAY-0594,TOR10-A-510,ชำระ 50% แรก เริ่มงาน,79950,,paid
PAY-0595,TOR10-A-513,มัดจำจองสิทธิ์,4250,,paid
PAY-0596,TOR10-A-523,มัดจำจองสิทธิ์,5000,,paid
PAY-0597,TOR10-A-526,มัดจำจองสิทธิ์,7500,,paid
PAY-0598,TOR10-A-603,ชำระเต็มจำนวน 100%,5355,,paid
PAY-0599,TOR10-A-603,ชำระเต็มจำนวน 100%,5355,2026-06-26,paid
PAY-0600,TOR10-A-605,ชำระ 50% แรก เริ่มงาน,65000,,paid
PAY-0601,TOR10-A-607,มัดจำจองสิทธิ์,7500,,paid
PAY-0602,TOR10-D-611,ชำระเต็มจำนวน 100%,7100,2026-06-26,paid
PAY-0603,TOR10-D-611,ชำระเต็มจำนวน 100%,69390,2026-06-26,paid
PAY-0604,TOR10-D-617,ชำระเต็มจำนวน 100%,25600,2026-05-25,paid
PAY-0605,TOR10-A-620,มัดจำจองสิทธิ์,4975,,paid
PAY-0606,TOR10-D-620,ชำระเต็มจำนวน 100%,15000,2026-05-25,paid
PAY-0607,TOR10-F-623,มัดจำจองสิทธิ์,5000,,paid
PAY-0608,TOR10-D-628,ชำระเต็มจำนวน 100%,12900,,paid
PAY-0609,TOR10-D-628,ชำระเต็มจำนวน 100%,12900,2026-04-27,paid
PAY-0610,TOR10-A-631,มัดจำจองสิทธิ์,4975,,paid
PAY-0611,TOR10-A-705,ชำระเต็มจำนวน 100%,72200,2026-04-07,paid
PAY-0612,TOR10-A-707,มัดจำจองสิทธิ์,49750,,paid
PAY-0613,TOR10-D-714,มัดจำจองสิทธิ์,5000,,paid
PAY-0614,TOR10-D-803,มัดจำจองสิทธิ์,5000,,paid
PAY-0615,TOR10-C-815,มัดจำจองสิทธิ์,1310,,paid
PAY-0616,TOR10-A-818,ชำระเต็มจำนวน 100%,5000,2026-05-25,paid
PAY-0617,TOR10-C-823,มัดจำจองสิทธิ์,4975,,paid
PAY-0618,TOR10-A-828,ชำระ 50% แรก เริ่มงาน,21500,,paid
PAY-0619,TOR14-B-321,มัดจำจองสิทธิ์,5000,,paid
PAY-0620,TOR14-B-408,มัดจำจองสิทธิ์,5000,,paid
PAY-0621,TOR14-B-412,มัดจำจองสิทธิ์,5000,,paid
PAY-0622,TOR14-B-534,ชำระเต็มจำนวน 100%,99600,2026-06-16,paid
PAY-0623,TOR14-A-716,มัดจำจองสิทธิ์,5000,,paid
PAY-0624,TOR08-Z-222,รับ PO / อนุมัติงาน,0,,paid
PAY-0625,TOR08-Z-537,รับ PO / อนุมัติงาน,0,,paid
PAY-0626,TOR08-Z-1839,รับ PO / อนุมัติงาน,0,,paid
PAY-0627,TOR08-Z-2030,รับ PO / อนุมัติงาน,0,,paid
PAY-0628,TOR19-B-129,มัดจำจองสิทธิ์,5000,,paid
PAY-0629,TOR19-C-130,ชำระ 50% แรก เริ่มงาน,16500,,paid
PAY-0630,TOR19-B-130,มัดจำจองสิทธิ์,50000,,paid
PAY-0631,TOR19-C-131,มัดจำจองสิทธิ์,10000,,paid
PAY-0632,TOR19-B-131,ชำระ 50% แรก เริ่มงาน,58900,,paid
PAY-0633,TOR19-B-132,มัดจำจองสิทธิ์,5000,,paid
PAY-0634,TOR19-B-202,มัดจำจองสิทธิ์,10000,,paid
PAY-0635,TOR19-B-203,มัดจำจองสิทธิ์,10000,,paid
PAY-0636,TOR19-C-205,ชำระ 50% แรก เริ่มงาน,38920,,paid
PAY-0637,TOR19-C-206,ชำระ 50% แรก เริ่มงาน,128920,,paid
PAY-0638,TOR19-C-208,ชำระ 50% แรก เริ่มงาน,7855,,paid
PAY-0639,TOR19-B-212,มัดจำจองสิทธิ์,10000,,paid
PAY-0640,TOR19-B-217,ชำระ 50% แรก เริ่มงาน,60000,,paid
PAY-0641,TOR19-B-219,ชำระเต็มจำนวน 100%,55200,2026-06-24,paid
PAY-0642,TOR19-A-223,ชำระเต็มจำนวน 100%,27000,2026-04-01,paid
PAY-0643,TOR19-C-231,มัดจำจองสิทธิ์,10000,,paid
